Episodes,Goal Rates
1,1.0
2,0.5
3,0.666700005531311
4,0.75
5,0.75
6,0.800000011920929
7,0.833299994468689
8,0.833299994468689
9,0.8571000099182129
10,0.8571000099182129
11,0.8571000099182129
12,0.75
13,0.666700005531311
14,0.699999988079071
15,0.6363999843597412
16,0.666700005531311
17,0.6154000163078308
18,0.571399986743927
19,0.53329998254776
20,0.5
21,0.4706000089645386
22,0.5
23,0.47369998693466187
24,0.44999998807907104
25,0.428600013256073
26,0.4090999960899353
27,0.3912999927997589
28,0.375
29,0.36000001430511475
30,0.34619998931884766
31,0.33329999446868896
32,0.321399986743927
33,0.31029999256134033
34,0.30000001192092896
35,0.29030001163482666
36,0.28119999170303345
37,0.2727000117301941
38,0.2646999955177307
39,0.257099986076355
40,0.2777999937534332
41,0.2703000009059906
42,0.2632000148296356
43,0.2563999891281128
44,0.2750000059604645
45,0.26829999685287476
46,0.2856999933719635
47,0.30230000615119934
48,0.2955000102519989
49,0.3111000061035156
50,0.3043000102043152
51,0.29789999127388
52,0.29170000553131104
53,0.2856999933719635
54,0.30000001192092896
55,0.29409998655319214
56,0.28850001096725464
57,0.28299999237060547
58,0.2777999937534332
59,0.2727000117301941
60,0.2678999900817871
61,0.2806999981403351
62,0.2759000062942505
63,0.2712000012397766
64,0.26669999957084656
65,0.2623000144958496
66,0.2581000030040741
67,0.2540000081062317
68,0.25
69,0.24619999527931213
70,0.24240000545978546
71,0.25369998812675476
72,0.25
73,0.26089999079704285
74,0.27140000462532043
75,0.26759999990463257
76,0.2639000117778778
77,0.27399998903274536
78,0.2703000009059906
79,0.2800000011920929
80,0.27630001306533813
81,0.2727000117301941
82,0.2727000117301941
83,0.26919999718666077
84,0.26579999923706055
85,0.26249998807907104
86,0.25929999351501465
87,0.25609999895095825
88,0.2529999911785126
89,0.25
90,0.2587999999523163
91,0.2558000087738037
92,0.25290000438690186
93,0.25
94,0.24719999730587006
95,0.2443999946117401
96,0.2443999946117401
97,0.241799995303154
98,0.23909999430179596
99,0.23659999668598175
100,0.24469999969005585
101,0.2526000142097473
102,0.25
103,0.25769999623298645
104,0.2551000118255615
105,0.2551000118255615
106,0.2524999976158142
107,0.25
108,0.2475000023841858
109,0.2451000064611435
110,0.24269999563694
111,0.24040000140666962
112,0.23810000717639923
113,0.24529999494552612
114,0.2522999942302704
115,0.25
116,0.24770000576972961
117,0.25450000166893005
118,0.2522999942302704
119,0.25
120,0.24779999256134033
121,0.24560000002384186
122,0.2434999942779541
123,0.25
124,0.24789999425411224
125,0.24580000340938568
126,0.24369999766349792
127,0.24169999361038208
128,0.23970000445842743
129,0.23770000040531158
130,0.24390000104904175
131,0.2418999969959259
132,0.23999999463558197
133,0.2460000067949295
134,0.25200000405311584
135,0.25
136,0.2558000087738037
137,0.25380000472068787
138,0.25949999690055847
139,0.25760000944137573
140,0.2632000148296356
141,0.2612000107765198
142,0.26669999957084656
143,0.26669999957084656
144,0.2646999955177307
145,0.262800008058548
146,0.26809999346733093
147,0.2662000060081482
148,0.26429998874664307
149,0.2624000012874603
150,0.26759999990463257
151,0.26570001244544983
152,0.27079999446868896
153,0.26899999380111694
154,0.2671000063419342
155,0.2653000056743622
156,0.26350000500679016
157,0.26170000433921814
158,0.25999999046325684
159,0.2583000063896179
160,0.2632000148296356
161,0.2614000141620636
162,0.2614000141620636
163,0.2614000141620636
164,0.2662000060081482
165,0.2644999921321869
166,0.262800008058548
167,0.26750001311302185
168,0.26579999923706055
169,0.26420000195503235
170,0.26249998807907104
171,0.26089999079704285
172,0.25929999351501465
173,0.25929999351501465
174,0.25769999623298645
175,0.2621999979019165
176,0.2606000006198883
177,0.26510000228881836
178,0.26350000500679016
179,0.26190000772476196
180,0.2603999972343445
181,0.2587999999523163
182,0.2572999894618988
183,0.2558000087738037
184,0.25429999828338623
185,0.25859999656677246
186,0.257099986076355
187,0.2556999921798706
188,0.2542000114917755
189,0.25839999318122864
190,0.25699999928474426
191,0.2556000053882599
192,0.2597000002861023
193,0.2597000002861023
194,0.2581999897956848
195,0.25679999589920044
196,0.26089999079704285
197,0.25949999690055847
198,0.26339998841285706
199,0.26739999651908875
200,0.26600000262260437
201,0.26460000872612
202,0.2632000148296356
203,0.26179999113082886
204,0.2603999972343445
205,0.26420000195503235
206,0.2680000066757202
207,0.26669999957084656
208,0.2703999876976013
209,0.26899999380111694
210,0.2676999866962433
211,0.27140000462532043
212,0.27000001072883606
213,0.2736000120639801
214,0.27230000495910645
215,0.2759000062942505
216,0.2793999910354614
217,0.27799999713897705
218,0.2815999984741211
219,0.2802000045776367
220,0.27880001068115234
221,0.2775000035762787
222,0.2809999883174896
223,0.27959999442100525
224,0.2782999873161316
225,0.2770000100135803
226,0.28040000796318054
227,0.2791000008583069
228,0.2777999937534332
229,0.27649998664855957
230,0.2752000093460083
231,0.27399998903274536
232,0.2727000117301941
233,0.27149999141693115
234,0.27480000257492065
235,0.27480000257492065
236,0.273499995470047
237,0.2768000066280365
238,0.2800000011920929
239,0.27880001068115234
240,0.2775000035762787
241,0.2775000035762787
242,0.27630001306533813
243,0.27950000762939453
244,0.2782999873161316
245,0.28139999508857727
246,0.2802000045776367
247,0.27900001406669617
248,0.28209999203681946
249,0.2809000015258789
250,0.27970001101493835
251,0.2784999907016754
252,0.27730000019073486
253,0.27619999647140503
254,0.2750000059604645
255,0.27390000224113464
