Episodes,Goal Rates
1,0.0
2,0.5
3,0.33329999446868896
4,0.25
5,0.20000000298023224
6,0.16670000553131104
7,0.1429000049829483
8,0.125
9,0.11110000312328339
10,0.10000000149011612
11,0.0908999964594841
12,0.08330000191926956
13,0.07689999788999557
14,0.1429000049829483
15,0.13330000638961792
16,0.125
17,0.11760000139474869
18,0.11110000312328339
19,0.10530000180006027
20,0.10000000149011612
21,0.09520000219345093
22,0.0908999964594841
23,0.08699999749660492
24,0.08330000191926956
25,0.07999999821186066
26,0.07689999788999557
27,0.07410000264644623
28,0.0714000016450882
29,0.0689999982714653
30,0.06669999659061432
31,0.06449999660253525
32,0.0625
33,0.060600001364946365
34,0.058800000697374344
35,0.057100001722574234
36,0.05559999868273735
37,0.054099999368190765
38,0.05260000005364418
39,0.05130000039935112
40,0.05000000074505806
41,0.04879999905824661
42,0.047600001096725464
43,0.04650000110268593
44,0.0681999996304512
45,0.06669999659061432
46,0.06379999965429306
47,0.0625
48,0.06120000034570694
49,0.05999999865889549
50,0.058800000697374344
51,0.05770000070333481
52,0.05660000070929527
53,0.05559999868273735
54,0.054499998688697815
55,0.053599998354911804
56,0.05260000005364418
57,0.05169999971985817
58,0.05000000074505806
59,0.04919999837875366
60,0.04839999973773956
61,0.047600001096725464
62,0.04690000042319298
63,0.04619999974966049
64,0.045499999076128006
65,0.04479999840259552
66,0.04410000145435333
67,0.04349999874830246
68,0.042899999767541885
69,0.04230000078678131
70,0.04170000180602074
71,0.041099999099969864
72,0.04050000011920929
73,0.03999999910593033
74,0.039500001817941666
75,0.039000000804662704
76,0.03849999979138374
77,0.03799999877810478
78,0.03750000149011612
79,0.049400001764297485
80,0.04879999905824661
81,0.04820000007748604
82,0.047600001096725464
83,0.0471000000834465
84,0.04650000110268593
85,0.04600000008940697
86,0.045499999076128006
87,0.04490000009536743
88,0.04439999908208847
89,0.04399999976158142
90,0.04349999874830246
91,0.0430000014603138
92,0.04259999841451645
93,0.05260000005364418
94,0.05209999904036522
95,0.051500000059604645
96,0.050999999046325684
97,0.05050000175833702
98,0.05000000074505806
99,0.05939999967813492
100,0.058800000697374344
101,0.05829999968409538
102,0.05770000070333481
103,0.057100001722574234
104,0.05660000070929527
105,0.05609999969601631
106,0.05559999868273735
107,0.054999999701976776
108,0.054499998688697815
109,0.054099999368190765
110,0.053599998354911804
111,0.05310000106692314
112,0.05260000005364418
113,0.05220000073313713
114,0.06030000001192093
115,0.05979999899864197
116,0.059300001710653305
117,0.058800000697374344
118,0.05829999968409538
119,0.05790000036358833
120,0.06560000032186508
