Episodes,Goal Rates
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.08330000191926956
12,0.07689999788999557
13,0.0714000016450882
14,0.06669999659061432
15,0.0625
16,0.058800000697374344
17,0.05559999868273735
18,0.05260000005364418
19,0.05000000074505806
20,0.047600001096725464
21,0.045499999076128006
22,0.04349999874830246
23,0.04170000180602074
24,0.03999999910593033
25,0.07689999788999557
26,0.07410000264644623
27,0.0714000016450882
28,0.0689999982714653
29,0.06669999659061432
30,0.06449999660253525
31,0.0625
32,0.060600001364946365
33,0.08820000290870667
34,0.08569999784231186
35,0.08330000191926956
36,0.08110000193119049
37,0.07890000194311142
38,0.07689999788999557
39,0.07500000298023224
40,0.07320000231266022
41,0.0714000016450882
42,0.0697999969124794
43,0.0681999996304512
44,0.06669999659061432
45,0.06520000100135803
46,0.06379999965429306
47,0.0625
48,0.06120000034570694
