Episodes,Goal Rates
1,0.0
2,0.5
3,0.33329999446868896
4,0.5
5,0.6000000238418579
6,0.666700005531311
7,0.571399986743927
8,0.625
9,0.5555999875068665
10,0.6000000238418579
11,0.5454999804496765
12,0.583299994468689
13,0.6154000163078308
14,0.6428999900817871
15,0.666700005531311
16,0.6875
17,0.6470999717712402
18,0.666700005531311
19,0.631600022315979
20,0.6499999761581421
21,0.6190000176429749
22,0.6363999843597412
23,0.6086999773979187
24,0.625
25,0.6000000238418579
26,0.5769000053405762
27,0.5555999875068665
28,0.571399986743927
29,0.5516999959945679
30,0.5666999816894531
31,0.5483999848365784
32,0.5625
33,0.5454999804496765
34,0.5587999820709229
35,0.542900025844574
36,0.5555999875068665
37,0.5404999852180481
38,0.5526000261306763
39,0.5385000109672546
40,0.550000011920929
41,0.5609999895095825
42,0.5475999712944031
43,0.5349000096321106
44,0.5227000117301941
45,0.53329998254776
46,0.5217000246047974
47,0.5318999886512756
48,0.520799994468689
49,0.5306000113487244
50,0.5199999809265137
51,0.5293999910354614
52,0.5192000269889832
53,0.5282999873161316
54,0.5184999704360962
55,0.5273000001907349
56,0.5178999900817871
57,0.5263000130653381
58,0.534500002861023
59,0.5424000024795532
60,0.53329998254776
61,0.5410000085830688
62,0.5483999848365784
63,0.5396999716758728
64,0.5468999743461609
65,0.5385000109672546
66,0.5454999804496765
67,0.5372999906539917
68,0.5293999910354614
69,0.5217000246047974
70,0.5285999774932861
71,0.5210999846458435
72,0.5278000235557556
73,0.5205000042915344
74,0.5270000100135803
75,0.5199999809265137
76,0.5263000130653381
77,0.5195000171661377
78,0.525600016117096
79,0.5189999938011169
80,0.5184999704360962
81,0.5121999979019165
82,0.5059999823570251
83,0.511900007724762
84,0.5059000253677368
85,0.5
86,0.4943000078201294
87,0.5
88,0.4943999946117401
89,0.5
90,0.4945000112056732
91,0.48910000920295715
92,0.4839000105857849
93,0.4893999993801117
94,0.48420000076293945
95,0.4896000027656555
96,0.484499990940094
97,0.48980000615119934
98,0.4848000109195709
99,0.47999998927116394
100,0.47519999742507935
