Episodes,Goal Rates
1,1.0
2,0.5
3,0.33329999446868896
4,0.25
5,0.20000000298023224
6,0.16670000553131104
7,0.1429000049829483
8,0.125
9,0.11110000312328339
10,0.10000000149011612
11,0.0908999964594841
12,0.08330000191926956
13,0.07689999788999557
14,0.0714000016450882
15,0.06669999659061432
16,0.0625
17,0.058800000697374344
18,0.05559999868273735
19,0.05260000005364418
20,0.05000000074505806
21,0.047600001096725464
22,0.045499999076128006
23,0.04349999874830246
24,0.04170000180602074
25,0.03999999910593033
26,0.03849999979138374
27,0.03700000047683716
28,0.0714000016450882
29,0.0689999982714653
30,0.06669999659061432
31,0.06449999660253525
32,0.0625
33,0.060600001364946365
34,0.058800000697374344
35,0.08569999784231186
36,0.11110000312328339
37,0.10809999704360962
38,0.10530000180006027
39,0.10260000079870224
40,0.10000000149011612
41,0.12200000137090683
42,0.11900000274181366
43,0.11630000174045563
44,0.1363999992609024
45,0.13330000638961792
46,0.13040000200271606
47,0.14890000224113464
48,0.14579999446868896
49,0.1429000049829483
50,0.14000000059604645
51,0.13729999959468842
52,0.13459999859333038
53,0.13210000097751617
54,0.12960000336170197
55,0.12729999423027039
56,0.125
57,0.125
58,0.1404000073671341
59,0.1378999948501587
60,0.1356000006198883
61,0.13330000638961792
62,0.13109999895095825
63,0.1289999932050705
64,0.12700000405311584
65,0.125
66,0.13850000500679016
67,0.1363999992609024
68,0.13429999351501465
69,0.1324000060558319
70,0.13040000200271606
71,0.12860000133514404
72,0.14079999923706055
73,0.1388999968767166
74,0.15070000290870667
75,0.1485999971628189
